Method,ID,Question,Ground_Truth,Top1_Result,Correct_Retrieval,Faithfulness,Citation_Acc,Latency_ms
Hybrid w/ Cross-Encoder,25,Sau bao lâu kể từ ngày được cấp thì chứng chỉ nghiệp vụ đấu thầu hết giá trị sử dụng?,Thông tư 02/2024/TT-BKHĐT – Điều 10,02_2024_TT-BKHDT_591580,True,N/A,N/A,3978.39
Hybrid w/ Cross-Encoder,26,Việc đào tạo kiến thức đấu thầu có thể thực hiện qua hình thức học từ xa hay không?,Thông tư 02/2024/TT-BKHĐT – Điều 4,02_2024_TT-BKHDT_591580,True,N/A,N/A,1443.93
Hybrid w/ Cross-Encoder,27,Một cá nhân muốn tham gia trực tiếp hoạt động đấu thầu thì cần đáp ứng những yêu cầu pháp lý nào?,"Thông tư 02/2024/TT-BKHĐT – Điều 3, Điều 7, Điều 8, Điều 10",58_2016_TT-BTC_308392,True,N/A,N/A,2221.5
Hybrid w/ Cross-Encoder,28,Quy trình từ đào tạo đến khi được cấp chứng chỉ nghiệp vụ đấu thầu gồm những bước chính nào?,"Thông tư 02/2024/TT-BKHĐT – Điều 4, Điều 7, Điều 8",02_2024_TT-BKHDT_591580,True,N/A,N/A,2347.93
Hybrid w/ Cross-Encoder,29,Cơ quan nào vừa có thẩm quyền tổ chức thi vừa có thẩm quyền cấp chứng chỉ nghiệp vụ đấu thầu?,"Thông tư 02/2024/TT-BKHĐT – Điều 6, Điều 7",02_2024_TT-BKHDT_591580,True,N/A,N/A,1419.59
Hybrid w/ Cross-Encoder,30,"Trong trường hợp mất chứng chỉ nghiệp vụ đấu thầu, cá nhân cần đáp ứng điều kiện gì để được cấp lại?",Thông tư 02/2024/TT-BKHĐT – Điều 11,02_2024_TT-BKHDT_591580,True,N/A,N/A,2274.0
Hybrid w/ Cross-Encoder,31,Một cá nhân đã có chứng chỉ nghiệp vụ đấu thầu nhưng đã hết hạn thì có được tiếp tục tham gia hoạt động đấu thầu không?,"Thông tư 02/2024/TT-BKHĐT – Điều 3, Điều 10",02_2024_TT-BKHDT_591580,True,N/A,N/A,2352.21
Hybrid w/ Cross-Encoder,32,Điều kiện để được dự thi và được cấp chứng chỉ nghiệp vụ đấu thầu có giống nhau không?,"Thông tư 02/2024/TT-BKHĐT – Điều 8, Điều 7",02_2024_TT-BKHDT_591580,True,N/A,N/A,3080.18
Hybrid w/ Cross-Encoder,33,Trường hợp nào cá nhân không được cấp chứng chỉ nghiệp vụ đấu thầu dù đã tham gia khóa đào tạo?,"Thông tư 02/2024/TT-BKHĐT – Điều 7, Điều 8",02_2024_TT-BKHDT_591580,True,N/A,N/A,3134.39
Hybrid w/ Cross-Encoder,34,Cá nhân có hành vi gian lận trong thi cử có được cấp lại chứng chỉ nghiệp vụ đấu thầu không?,Thông tư 02/2024/TT-BKHĐT – Điều 12,02_2024_TT-BKHDT_591580,True,N/A,N/A,2264.82
Hybrid w/ Cross-Encoder,35,Sau bao lâu kể từ ngày được cấp thì chứng chỉ nghiệp vụ đấu thầu hết giá trị sử dụng?,Thông tư 02/2024/TT-BKHĐT – Điều 10,02_2024_TT-BKHDT_591580,True,N/A,N/A,3418.99
Hybrid w/ Cross-Encoder,36,Việc đào tạo kiến thức đấu thầu có thể thực hiện qua hình thức học từ xa hay không?,Thông tư 02/2024/TT-BKHĐT – Điều 4,02_2024_TT-BKHDT_591580,True,N/A,N/A,1452.73
Hybrid w/ Cross-Encoder,37,Một cá nhân muốn tham gia trực tiếp hoạt động đấu thầu thì cần đáp ứng những yêu cầu pháp lý nào?,"Thông tư 02/2024/TT-BKHĐT – Điều 3, Điều 7, Điều 8, Điều 10",58_2016_TT-BTC_308392,True,N/A,N/A,2237.92
Hybrid w/ Cross-Encoder,38,Quy trình từ đào tạo đến khi được cấp chứng chỉ nghiệp vụ đấu thầu gồm những bước chính nào?,"Thông tư 02/2024/TT-BKHĐT – Điều 4, Điều 7, Điều 8",02_2024_TT-BKHDT_591580,True,N/A,N/A,2334.0
Hybrid w/ Cross-Encoder,39,Cơ quan nào vừa có thẩm quyền tổ chức thi vừa có thẩm quyền cấp chứng chỉ nghiệp vụ đấu thầu?,"Thông tư 02/2024/TT-BKHĐT – Điều 6, Điều 7",02_2024_TT-BKHDT_591580,True,N/A,N/A,1425.54
Hybrid w/ Cross-Encoder,40,"Trong trường hợp mất chứng chỉ nghiệp vụ đấu thầu, cá nhân cần đáp ứng điều kiện gì để được cấp lại?",Thông tư 02/2024/TT-BKHĐT – Điều 11,02_2024_TT-BKHDT_591580,True,N/A,N/A,2281.68
Hybrid w/ Cross-Encoder,41,Một cá nhân đã có chứng chỉ nghiệp vụ đấu thầu nhưng đã hết hạn thì có được tiếp tục tham gia hoạt động đấu thầu không?,"Thông tư 02/2024/TT-BKHĐT – Điều 3, Điều 10",02_2024_TT-BKHDT_591580,True,N/A,N/A,2364.76
Hybrid w/ Cross-Encoder,42,Điều kiện để được dự thi và được cấp chứng chỉ nghiệp vụ đấu thầu có giống nhau không?,"Thông tư 02/2024/TT-BKHĐT – Điều 8, Điều 7",02_2024_TT-BKHDT_591580,True,N/A,N/A,3083.52
Hybrid w/ Cross-Encoder,43,Trường hợp nào cá nhân không được cấp chứng chỉ nghiệp vụ đấu thầu dù đã tham gia khóa đào tạo?,"Thông tư 02/2024/TT-BKHĐT – Điều 7, Điều 8",02_2024_TT-BKHDT_591580,True,N/A,N/A,3153.58
Hybrid w/ Cross-Encoder,44,Cá nhân có hành vi gian lận trong thi cử có được cấp lại chứng chỉ nghiệp vụ đấu thầu không?,Thông tư 02/2024/TT-BKHĐT – Điều 12,02_2024_TT-BKHDT_591580,True,N/A,N/A,2263.83
Hybrid w/ Cross-Encoder,45,Sau bao lâu kể từ ngày được cấp thì chứng chỉ nghiệp vụ đấu thầu hết giá trị sử dụng?,Thông tư 02/2024/TT-BKHĐT – Điều 10,02_2024_TT-BKHDT_591580,True,N/A,N/A,3407.86
Hybrid w/ Cross-Encoder,46,Việc đào tạo kiến thức đấu thầu có thể thực hiện qua hình thức học từ xa hay không?,Thông tư 02/2024/TT-BKHĐT – Điều 4,02_2024_TT-BKHDT_591580,True,N/A,N/A,1461.39
Hybrid w/ Cross-Encoder,47,Một cá nhân muốn tham gia trực tiếp hoạt động đấu thầu thì cần đáp ứng những yêu cầu pháp lý nào?,"Thông tư 02/2024/TT-BKHĐT – Điều 3, Điều 7, Điều 8, Điều 10",58_2016_TT-BTC_308392,True,N/A,N/A,2273.41
Hybrid w/ Cross-Encoder,48,Quy trình từ đào tạo đến khi được cấp chứng chỉ nghiệp vụ đấu thầu gồm những bước chính nào?,"Thông tư 02/2024/TT-BKHĐT – Điều 4, Điều 7, Điều 8",02_2024_TT-BKHDT_591580,True,N/A,N/A,2353.15
Hybrid w/ Cross-Encoder,49,Cơ quan nào vừa có thẩm quyền tổ chức thi vừa có thẩm quyền cấp chứng chỉ nghiệp vụ đấu thầu?,"Thông tư 02/2024/TT-BKHĐT – Điều 6, Điều 7",02_2024_TT-BKHDT_591580,True,N/A,N/A,1449.94
Hybrid w/ Cross-Encoder,50,"Trong trường hợp mất chứng chỉ nghiệp vụ đấu thầu, cá nhân cần đáp ứng điều kiện gì để được cấp lại?",Thông tư 02/2024/TT-BKHĐT – Điều 11,02_2024_TT-BKHDT_591580,True,N/A,N/A,2304.04
Hybrid w/ Cross-Encoder,51,Một cá nhân đã có chứng chỉ nghiệp vụ đấu thầu nhưng đã hết hạn thì có được tiếp tục tham gia hoạt động đấu thầu không?,"Thông tư 02/2024/TT-BKHĐT – Điều 3, Điều 10",02_2024_TT-BKHDT_591580,True,N/A,N/A,2377.72
Hybrid w/ Cross-Encoder,52,Điều kiện để được dự thi và được cấp chứng chỉ nghiệp vụ đấu thầu có giống nhau không?,"Thông tư 02/2024/TT-BKHĐT – Điều 8, Điều 7",02_2024_TT-BKHDT_591580,True,N/A,N/A,3093.0
Hybrid w/ Cross-Encoder,53,Trường hợp nào cá nhân không được cấp chứng chỉ nghiệp vụ đấu thầu dù đã tham gia khóa đào tạo?,"Thông tư 02/2024/TT-BKHĐT – Điều 7, Điều 8",02_2024_TT-BKHDT_591580,True,N/A,N/A,3146.0
Hybrid w/ Cross-Encoder,54,Cá nhân có hành vi gian lận trong thi cử có được cấp lại chứng chỉ nghiệp vụ đấu thầu không?,Thông tư 02/2024/TT-BKHĐT – Điều 12,02_2024_TT-BKHDT_591580,True,N/A,N/A,2280.27
Hybrid w/ Cross-Encoder,55,Sau bao lâu kể từ ngày được cấp thì chứng chỉ nghiệp vụ đấu thầu hết giá trị sử dụng?,Thông tư 02/2024/TT-BKHĐT – Điều 10,02_2024_TT-BKHDT_591580,True,N/A,N/A,3433.44
Hybrid w/ Cross-Encoder,56,Việc đào tạo kiến thức đấu thầu có thể thực hiện qua hình thức học từ xa hay không?,Thông tư 02/2024/TT-BKHĐT – Điều 4,02_2024_TT-BKHDT_591580,True,N/A,N/A,1466.03
Hybrid w/ Cross-Encoder,57,Một cá nhân muốn tham gia trực tiếp hoạt động đấu thầu thì cần đáp ứng những yêu cầu pháp lý nào?,"Thông tư 02/2024/TT-BKHĐT – Điều 3, Điều 7, Điều 8, Điều 10",58_2016_TT-BTC_308392,True,N/A,N/A,2261.45
Hybrid w/ Cross-Encoder,58,Quy trình từ đào tạo đến khi được cấp chứng chỉ nghiệp vụ đấu thầu gồm những bước chính nào?,"Thông tư 02/2024/TT-BKHĐT – Điều 4, Điều 7, Điều 8",02_2024_TT-BKHDT_591580,True,N/A,N/A,2353.18
Hybrid w/ Cross-Encoder,59,Cơ quan nào vừa có thẩm quyền tổ chức thi vừa có thẩm quyền cấp chứng chỉ nghiệp vụ đấu thầu?,"Thông tư 02/2024/TT-BKHĐT – Điều 6, Điều 7",02_2024_TT-BKHDT_591580,True,N/A,N/A,1471.13
Hybrid w/ Cross-Encoder,60,"Trong trường hợp mất chứng chỉ nghiệp vụ đấu thầu, cá nhân cần đáp ứng điều kiện gì để được cấp lại?",Thông tư 02/2024/TT-BKHĐT – Điều 11,02_2024_TT-BKHDT_591580,True,N/A,N/A,2295.92
Hybrid w/ Cross-Encoder,61,Một cá nhân đã có chứng chỉ nghiệp vụ đấu thầu nhưng đã hết hạn thì có được tiếp tục tham gia hoạt động đấu thầu không?,"Thông tư 02/2024/TT-BKHĐT – Điều 3, Điều 10",02_2024_TT-BKHDT_591580,True,N/A,N/A,2380.31
Hybrid w/ Cross-Encoder,62,Điều kiện để được dự thi và được cấp chứng chỉ nghiệp vụ đấu thầu có giống nhau không?,"Thông tư 02/2024/TT-BKHĐT – Điều 8, Điều 7",02_2024_TT-BKHDT_591580,True,N/A,N/A,3087.36
Hybrid w/ Cross-Encoder,63,Trường hợp nào cá nhân không được cấp chứng chỉ nghiệp vụ đấu thầu dù đã tham gia khóa đào tạo?,"Thông tư 02/2024/TT-BKHĐT – Điều 7, Điều 8",02_2024_TT-BKHDT_591580,True,N/A,N/A,3151.44
Hybrid w/ Cross-Encoder,64,Cá nhân có hành vi gian lận trong thi cử có được cấp lại chứng chỉ nghiệp vụ đấu thầu không?,Thông tư 02/2024/TT-BKHĐT – Điều 12,02_2024_TT-BKHDT_591580,True,N/A,N/A,2276.24
Hybrid w/ Cross-Encoder,65,Sau bao lâu kể từ ngày được cấp thì chứng chỉ nghiệp vụ đấu thầu hết giá trị sử dụng?,Thông tư 02/2024/TT-BKHĐT – Điều 10,02_2024_TT-BKHDT_591580,True,N/A,N/A,3422.71
Hybrid w/ Cross-Encoder,66,Việc đào tạo kiến thức đấu thầu có thể thực hiện qua hình thức học từ xa hay không?,Thông tư 02/2024/TT-BKHĐT – Điều 4,02_2024_TT-BKHDT_591580,True,N/A,N/A,1452.23
Hybrid w/ Cross-Encoder,67,Một cá nhân muốn tham gia trực tiếp hoạt động đấu thầu thì cần đáp ứng những yêu cầu pháp lý nào?,"Thông tư 02/2024/TT-BKHĐT – Điều 3, Điều 7, Điều 8, Điều 10",58_2016_TT-BTC_308392,True,N/A,N/A,2254.99
Hybrid w/ Cross-Encoder,68,Quy trình từ đào tạo đến khi được cấp chứng chỉ nghiệp vụ đấu thầu gồm những bước chính nào?,"Thông tư 02/2024/TT-BKHĐT – Điều 4, Điều 7, Điều 8",02_2024_TT-BKHDT_591580,True,N/A,N/A,2415.39
Hybrid w/ Cross-Encoder,69,Cơ quan nào vừa có thẩm quyền tổ chức thi vừa có thẩm quyền cấp chứng chỉ nghiệp vụ đấu thầu?,"Thông tư 02/2024/TT-BKHĐT – Điều 6, Điều 7",02_2024_TT-BKHDT_591580,True,N/A,N/A,1463.66
Hybrid w/ Cross-Encoder,70,"Trong trường hợp mất chứng chỉ nghiệp vụ đấu thầu, cá nhân cần đáp ứng điều kiện gì để được cấp lại?",Thông tư 02/2024/TT-BKHĐT – Điều 11,02_2024_TT-BKHDT_591580,True,N/A,N/A,2303.97
Hybrid w/ Cross-Encoder,71,Một cá nhân đã có chứng chỉ nghiệp vụ đấu thầu nhưng đã hết hạn thì có được tiếp tục tham gia hoạt động đấu thầu không?,"Thông tư 02/2024/TT-BKHĐT – Điều 3, Điều 10",02_2024_TT-BKHDT_591580,True,N/A,N/A,2401.46
Hybrid w/ Cross-Encoder,72,Điều kiện để được dự thi và được cấp chứng chỉ nghiệp vụ đấu thầu có giống nhau không?,"Thông tư 02/2024/TT-BKHĐT – Điều 8, Điều 7",02_2024_TT-BKHDT_591580,True,N/A,N/A,3105.74
Hybrid w/ Cross-Encoder,73,Trường hợp nào cá nhân không được cấp chứng chỉ nghiệp vụ đấu thầu dù đã tham gia khóa đào tạo?,"Thông tư 02/2024/TT-BKHĐT – Điều 7, Điều 8",02_2024_TT-BKHDT_591580,True,N/A,N/A,3148.4
Hybrid w/ Cross-Encoder,74,Cá nhân có hành vi gian lận trong thi cử có được cấp lại chứng chỉ nghiệp vụ đấu thầu không?,Thông tư 02/2024/TT-BKHĐT – Điều 12,02_2024_TT-BKHDT_591580,True,N/A,N/A,2301.57
Hybrid w/ Cross-Encoder,75,Sau bao lâu kể từ ngày được cấp thì chứng chỉ nghiệp vụ đấu thầu hết giá trị sử dụng?,Thông tư 02/2024/TT-BKHĐT – Điều 10,02_2024_TT-BKHDT_591580,True,N/A,N/A,3431.41
Hybrid w/ Cross-Encoder,76,Việc đào tạo kiến thức đấu thầu có thể thực hiện qua hình thức học từ xa hay không?,Thông tư 02/2024/TT-BKHĐT – Điều 4,02_2024_TT-BKHDT_591580,True,N/A,N/A,1469.66
Hybrid w/ Cross-Encoder,77,Một cá nhân muốn tham gia trực tiếp hoạt động đấu thầu thì cần đáp ứng những yêu cầu pháp lý nào?,"Thông tư 02/2024/TT-BKHĐT – Điều 3, Điều 7, Điều 8, Điều 10",58_2016_TT-BTC_308392,True,N/A,N/A,2246.55
Hybrid w/ Cross-Encoder,78,Quy trình từ đào tạo đến khi được cấp chứng chỉ nghiệp vụ đấu thầu gồm những bước chính nào?,"Thông tư 02/2024/TT-BKHĐT – Điều 4, Điều 7, Điều 8",02_2024_TT-BKHDT_591580,True,N/A,N/A,2383.09
Hybrid w/ Cross-Encoder,79,Cơ quan nào vừa có thẩm quyền tổ chức thi vừa có thẩm quyền cấp chứng chỉ nghiệp vụ đấu thầu?,"Thông tư 02/2024/TT-BKHĐT – Điều 6, Điều 7",02_2024_TT-BKHDT_591580,True,N/A,N/A,1451.67
Hybrid w/ Cross-Encoder,80,"Trong trường hợp mất chứng chỉ nghiệp vụ đấu thầu, cá nhân cần đáp ứng điều kiện gì để được cấp lại?",Thông tư 02/2024/TT-BKHĐT – Điều 11,02_2024_TT-BKHDT_591580,True,N/A,N/A,2305.15
Hybrid w/ Cross-Encoder,81,Một cá nhân đã có chứng chỉ nghiệp vụ đấu thầu nhưng đã hết hạn thì có được tiếp tục tham gia hoạt động đấu thầu không?,"Thông tư 02/2024/TT-BKHĐT – Điều 3, Điều 10",02_2024_TT-BKHDT_591580,True,N/A,N/A,2400.61
Hybrid w/ Cross-Encoder,82,Điều kiện để được dự thi và được cấp chứng chỉ nghiệp vụ đấu thầu có giống nhau không?,"Thông tư 02/2024/TT-BKHĐT – Điều 8, Điều 7",02_2024_TT-BKHDT_591580,True,N/A,N/A,3124.57
Hybrid w/ Cross-Encoder,83,Trường hợp nào cá nhân không được cấp chứng chỉ nghiệp vụ đấu thầu dù đã tham gia khóa đào tạo?,"Thông tư 02/2024/TT-BKHĐT – Điều 7, Điều 8",02_2024_TT-BKHDT_591580,True,N/A,N/A,3160.78
Hybrid w/ Cross-Encoder,84,Cá nhân có hành vi gian lận trong thi cử có được cấp lại chứng chỉ nghiệp vụ đấu thầu không?,Thông tư 02/2024/TT-BKHĐT – Điều 12,02_2024_TT-BKHDT_591580,True,N/A,N/A,2254.17
Hybrid w/ Cross-Encoder,85,Sau bao lâu kể từ ngày được cấp thì chứng chỉ nghiệp vụ đấu thầu hết giá trị sử dụng?,Thông tư 02/2024/TT-BKHĐT – Điều 10,02_2024_TT-BKHDT_591580,True,N/A,N/A,3418.44
Hybrid w/ Cross-Encoder,86,Việc đào tạo kiến thức đấu thầu có thể thực hiện qua hình thức học từ xa hay không?,Thông tư 02/2024/TT-BKHĐT – Điều 4,02_2024_TT-BKHDT_591580,True,N/A,N/A,1461.58
Hybrid w/ Cross-Encoder,87,Một cá nhân muốn tham gia trực tiếp hoạt động đấu thầu thì cần đáp ứng những yêu cầu pháp lý nào?,"Thông tư 02/2024/TT-BKHĐT – Điều 3, Điều 7, Điều 8, Điều 10",58_2016_TT-BTC_308392,True,N/A,N/A,2245.36
Hybrid w/ Cross-Encoder,88,Quy trình từ đào tạo đến khi được cấp chứng chỉ nghiệp vụ đấu thầu gồm những bước chính nào?,"Thông tư 02/2024/TT-BKHĐT – Điều 4, Điều 7, Điều 8",02_2024_TT-BKHDT_591580,True,N/A,N/A,2374.55
Hybrid w/ Cross-Encoder,89,Cơ quan nào vừa có thẩm quyền tổ chức thi vừa có thẩm quyền cấp chứng chỉ nghiệp vụ đấu thầu?,"Thông tư 02/2024/TT-BKHĐT – Điều 6, Điều 7",02_2024_TT-BKHDT_591580,True,N/A,N/A,1452.36
Hybrid w/ Cross-Encoder,90,"Trong trường hợp mất chứng chỉ nghiệp vụ đấu thầu, cá nhân cần đáp ứng điều kiện gì để được cấp lại?",Thông tư 02/2024/TT-BKHĐT – Điều 11,02_2024_TT-BKHDT_591580,True,N/A,N/A,2336.21
Hybrid w/ Cross-Encoder,91,Một cá nhân đã có chứng chỉ nghiệp vụ đấu thầu nhưng đã hết hạn thì có được tiếp tục tham gia hoạt động đấu thầu không?,"Thông tư 02/2024/TT-BKHĐT – Điều 3, Điều 10",02_2024_TT-BKHDT_591580,True,N/A,N/A,2383.59
Hybrid w/ Cross-Encoder,92,Điều kiện để được dự thi và được cấp chứng chỉ nghiệp vụ đấu thầu có giống nhau không?,"Thông tư 02/2024/TT-BKHĐT – Điều 8, Điều 7",02_2024_TT-BKHDT_591580,True,N/A,N/A,3098.71
Hybrid w/ Cross-Encoder,93,Trường hợp nào cá nhân không được cấp chứng chỉ nghiệp vụ đấu thầu dù đã tham gia khóa đào tạo?,"Thông tư 02/2024/TT-BKHĐT – Điều 7, Điều 8",02_2024_TT-BKHDT_591580,True,N/A,N/A,3157.83
Hybrid w/ Cross-Encoder,94,Cá nhân có hành vi gian lận trong thi cử có được cấp lại chứng chỉ nghiệp vụ đấu thầu không?,Thông tư 02/2024/TT-BKHĐT – Điều 12,02_2024_TT-BKHDT_591580,True,N/A,N/A,2295.45
Hybrid w/ Cross-Encoder,95,Sau bao lâu kể từ ngày được cấp thì chứng chỉ nghiệp vụ đấu thầu hết giá trị sử dụng?,Thông tư 02/2024/TT-BKHĐT – Điều 10,02_2024_TT-BKHDT_591580,True,N/A,N/A,3441.55
Hybrid w/ Cross-Encoder,96,Việc đào tạo kiến thức đấu thầu có thể thực hiện qua hình thức học từ xa hay không?,Thông tư 02/2024/TT-BKHĐT – Điều 4,02_2024_TT-BKHDT_591580,True,N/A,N/A,1479.61
Hybrid w/ Cross-Encoder,97,Một cá nhân muốn tham gia trực tiếp hoạt động đấu thầu thì cần đáp ứng những yêu cầu pháp lý nào?,"Thông tư 02/2024/TT-BKHĐT – Điều 3, Điều 7, Điều 8, Điều 10",58_2016_TT-BTC_308392,True,N/A,N/A,2248.26
Hybrid w/ Cross-Encoder,98,Quy trình từ đào tạo đến khi được cấp chứng chỉ nghiệp vụ đấu thầu gồm những bước chính nào?,"Thông tư 02/2024/TT-BKHĐT – Điều 4, Điều 7, Điều 8",02_2024_TT-BKHDT_591580,True,N/A,N/A,2367.8
Hybrid w/ Cross-Encoder,99,Cơ quan nào vừa có thẩm quyền tổ chức thi vừa có thẩm quyền cấp chứng chỉ nghiệp vụ đấu thầu?,"Thông tư 02/2024/TT-BKHĐT – Điều 6, Điều 7",02_2024_TT-BKHDT_591580,True,N/A,N/A,1464.32
Hybrid w/ Cross-Encoder,100,"Trong trường hợp mất chứng chỉ nghiệp vụ đấu thầu, cá nhân cần đáp ứng điều kiện gì để được cấp lại?",Thông tư 02/2024/TT-BKHĐT – Điều 11,02_2024_TT-BKHDT_591580,True,N/A,N/A,2326.83
Hybrid w/ Cross-Encoder,101,Thông tư 02/2024/TT-BKHĐT quy định về vấn đề gì?,Thông tư 02/2024/TT-BKHĐT,02_2024_TT-BKHDT_591580,True,N/A,N/A,102014.61
Hybrid w/ Cross-Encoder,102,Chứng chỉ nghiệp vụ chuyên môn về đấu thầu có thời hạn sử dụng bao lâu?,Điều 3 - Thông tư 02/2024/TT-BKHĐT,02_2024_TT-BKHDT_591580,True,N/A,N/A,3886.71
Hybrid w/ Cross-Encoder,103,Cơ quan nào có thẩm quyền cấp chứng chỉ nghiệp vụ chuyên môn về đấu thầu?,Điều 4 - Thông tư 02/2024/TT-BKHĐT,02_2024_TT-BKHDT_591580,True,N/A,N/A,3356.14
Hybrid w/ Cross-Encoder,104,Điều kiện để cá nhân được dự thi cấp chứng chỉ đấu thầu là gì?,Điều 8 - Thông tư 02/2024/TT-BKHĐT,02_2024_TT-BKHDT_591580,True,N/A,N/A,2508.23
Hybrid w/ Cross-Encoder,105,Hình thức thi chứng chỉ nghiệp vụ đấu thầu là gì?,Điều 13 - Thông tư 02/2024/TT-BKHĐT,02_2024_TT-BKHDT_591580,True,N/A,N/A,1747.85
Hybrid w/ Cross-Encoder,106,Thời gian làm bài thi chứng chỉ đấu thầu là bao nhiêu phút?,Điều 16 - Thông tư 02/2024/TT-BKHĐT,02_2024_TT-BKHDT_591580,True,N/A,N/A,3046.16
Hybrid w/ Cross-Encoder,107,Đề thi chứng chỉ đấu thầu bao gồm bao nhiêu câu hỏi?,Điều 16 - Thông tư 02/2024/TT-BKHĐT,02_2024_TT-BKHDT_591580,True,N/A,N/A,2189.01
Hybrid w/ Cross-Encoder,108,"Để đạt yêu cầu cấp chứng chỉ, thí sinh phải đạt bao nhiêu điểm?",Điều 18 - Thông tư 02/2024/TT-BKHĐT,214_2025_ND-CP_668157,True,N/A,N/A,6169.15
Hybrid w/ Cross-Encoder,109,Hồ sơ đề nghị cấp chứng chỉ đấu thầu bao gồm những giấy tờ gì?,Điều 11 - Thông tư 02/2024/TT-BKHĐT,02_2024_TT-BKHDT_591580,True,N/A,N/A,2066.85
Hybrid w/ Cross-Encoder,110,Thông tư 05/2024/TT-BKHĐT quy định về nội dung gì?,Thông tư 05/2024/TT-BKHĐT,02_2024_TT-BKHDT_591580,True,N/A,N/A,94260.53
Hybrid w/ Cross-Encoder,111,Chi phí duy trì tên và hồ sơ năng lực nhà thầu trên Hệ thống là bao nhiêu?,Điều 4 - Thông tư 05/2024/TT-BKHĐT,05_2024_TT-BKHDT_607705,True,N/A,N/A,8393.35
Hybrid w/ Cross-Encoder,112,Thời hạn nộp chi phí duy trì tên và hồ sơ năng lực là khi nào?,Điều 4 - Thông tư 05/2024/TT-BKHĐT,06_2021_TT-BKHDT_490510,True,N/A,N/A,6438.85
Hybrid w/ Cross-Encoder,113,Chi phí nộp hồ sơ dự thầu trên Hệ thống mạng đấu thầu quốc gia là bao nhiêu?,Điều 4 - Thông tư 05/2024/TT-BKHĐT,07_2016_TT-BKHDT_317089,True,N/A,N/A,3529.89
Hybrid w/ Cross-Encoder,114,Mức thu chi phí đối với nhà thầu trúng thầu được tính như thế nào?,Điều 4 - Thông tư 05/2024/TT-BKHĐT,214_2025_ND-CP_668157,True,N/A,N/A,5599.7
Hybrid w/ Cross-Encoder,115,Chi phí kết nối chức năng bảo lãnh dự thầu điện tử là bao nhiêu?,Điều 4 - Thông tư 05/2024/TT-BKHĐT,05_2024_TT-BKHDT_607705,True,N/A,N/A,5469.47
Hybrid w/ Cross-Encoder,116,Đơn vị nào chịu trách nhiệm thu các chi phí trên Hệ thống mạng đấu thầu quốc gia?,Điều 5 - Thông tư 05/2024/TT-BKHĐT,214_2025_ND-CP_668157,True,N/A,N/A,4683.54
Hybrid w/ Cross-Encoder,117,Nhà thầu nước ngoài có phải nộp chi phí trên Hệ thống mạng đấu thầu quốc gia không?,Thông tư 05/2024/TT-BKHĐT,17_2025_ND-CP_632484,True,N/A,N/A,4206.85
Hybrid w/ Cross-Encoder,118,"Nếu không nộp chi phí duy trì tên đúng hạn, nhà thầu bị xử lý thế nào?",Điều 6 - Thông tư 05/2024/TT-BKHĐT,214_2025_ND-CP_668157,True,N/A,N/A,8882.58
Hybrid w/ Cross-Encoder,119,Chỉ thị 03/CT-BKHĐT năm 2019 nhằm mục đích gì?,Chỉ thị 03/CT-BKHĐT,03_CT-BKHDT_415554,False,N/A,N/A,17264.0
Hybrid w/ Cross-Encoder,120,Chỉ thị 03 nghiêm cấm hành vi nào trong lập hồ sơ mời thầu?,Chỉ thị 03/CT-BKHĐT,25_2020_ND-CP_347400,False,N/A,N/A,6807.61
Hybrid w/ Cross-Encoder,121,Cơ quan nào chịu trách nhiệm giám sát công tác đấu thầu tại địa phương theo Chỉ thị 03?,Chỉ thị 03/CT-BKHĐT,03_CT-BKHDT_415554,False,N/A,N/A,7248.96
Hybrid w/ Cross-Encoder,122,Nghị định 09/2022/NĐ-CP hướng dẫn thực hiện đấu thầu theo hiệp định nào?,Nghị định 09/2022/NĐ-CP,12_2022_TT-BKHDT_521153,True,N/A,N/A,98762.74
Hybrid w/ Cross-Encoder,123,Phạm vi điều chỉnh của Nghị định 09/2022/NĐ-CP là gì?,Điều 1 - Nghị định 09/2022/NĐ-CP,12_2022_TT-BKHDT_521153,True,N/A,N/A,27493.63
Hybrid w/ Cross-Encoder,124,Gói thầu mua sắm hàng hóa an ninh quốc gia có thuộc phạm vi Nghị định 09/2022 không?,Nghị định 09/2022/NĐ-CP,12_2022_TT-BKHDT_521153,True,N/A,N/A,6336.83
Hybrid w/ Cross-Encoder,125,Cơ quan mua sắm tập trung cấp quốc gia theo Nghị định 09/2022 là đơn vị nào?,Nghị định 09/2022/NĐ-CP,20_2022_TT-BKHDT_531555,True,N/A,N/A,8053.6
Hybrid w/ Cross-Encoder,126,Gói thầu dịch vụ xây dựng tại vùng sâu vùng xa theo Nghị định 09/2022 có ưu đãi gì?,Nghị định 09/2022/NĐ-CP,20_2022_TT-BKHDT_531555,True,N/A,N/A,7596.71
Hybrid w/ Cross-Encoder,127,Thông tư 12/2022/TT-BKHĐT hướng dẫn lập hồ sơ cho loại gói thầu nào?,Thông tư 12/2022/TT-BKHĐT,12_2022_TT-BKHDT_521153,True,N/A,N/A,92835.38
Hybrid w/ Cross-Encoder,128,Mẫu hồ sơ mời thầu mua sắm hàng hóa qua mạng (một giai đoạn một túi hồ sơ) là mẫu số mấy?,Thông tư 12/2022/TT-BKHĐT,07_2016_TT-BKHDT_317089,True,N/A,N/A,11230.58
